Squad,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Tottenham,Lucas Bergvall,se SWE,MF,18.0,27,11,1212.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
Tottenham,Mathys Tel,fr FRA,FW,19.0,13,11,911.0,10.1,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0
Tottenham,Wilson Odobert,fr FRA,"FW,MF",19.0,16,9,850.0,9.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Tottenham,Kevin Danso,at AUT,DF,25.0,10,9,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Fraser Forster,eng ENG,GK,36.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Antonín Kinský,cz CZE,GK,21.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Timo Werner,de GER,"FW,MF",28.0,18,4,516.0,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Richarlison,br BRA,FW,27.0,15,4,504.0,5.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0
Tottenham,Mikey Moore,eng ENG,FW,16.0,10,3,366.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Sergio Reguilón,es ESP,DF,27.0,4,1,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Tottenham,Brandon Austin,eng ENG,GK,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Dane Scarlett,eng ENG,"FW,MF",20.0,3,0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Alfie Dorrington,eng ENG,DF,19.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Will Lankshear,eng ENG,"FW,MF",19.0,3,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Oyindamola Ajayi,eng ENG,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Dante Cassanova,jm JAM,DF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Alfie Devine,eng ENG,MF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Malachi Hardy,eng ENG,DF,16.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Maeson King,eng ENG,DF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Yang Minhyeok,kr KOR,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Callum Olusesi,eng ENG,MF,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Alfie Whiteman,eng ENG,GK,25.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Luca Williams Barnett,eng ENG,FW,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Jamie Vardy,eng ENG,FW,37.0,35,35,2823.0,31.4,9.0,4.0,13.0,8.0,1.0,2.0,5.0,0.0
Leicester City,James Justin,eng ENG,DF,26.0,36,34,2912.0,32.4,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0
Leicester City,Wout Faes,be BEL,DF,26.0,34,30,2815.0,31.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
Leicester City,Victor Bernth Kristiansen,dk DEN,DF,21.0,30,29,2482.0,27.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Leicester City,Wilfred Ndidi,ng NGA,MF,27.0,28,28,2324.0,25.8,0.0,5.0,5.0,0.0,0.0,0.0,8.0,0.0
Leicester City,Mads Hermansen,dk DEN,GK,24.0,27,27,2385.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Leicester City,Bilal El Khannouss,ma MAR,"MF,FW",20.0,32,27,2182.0,24.2,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0
Leicester City,Boubakary Soumaré,fr FRA,MF,25.0,31,25,2171.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
Leicester City,Conor Coady,eng ENG,DF,31.0,22,19,1714.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
Leicester City,Jordan Ayew,gh GHA,"FW,MF",32.0,30,19,1638.0,18.2,5.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0
Leicester City,Harry Winks,eng ENG,MF,28.0,22,17,1538.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0
Leicester City,Stephy Mavididi,eng ENG,FW,26.0,30,16,1615.0,17.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0
Leicester City,Jannik Vestergaard,dk DEN,DF,31.0,18,16,1391.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Leicester City,Facundo Buonanotte,ar ARG,"FW,MF",19.0,31,14,1523.0,16.9,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0
Leicester City,Luke Thomas,eng ENG,DF,23.0,14,13,1110.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Leicester City,Caleb Okoli,it ITA,DF,23.0,19,12,1125.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
Leicester City,Oliver Skipp,eng ENG,MF,23.0,24,10,1129.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
Leicester City,Jakub Stolarczyk,pl POL,GK,23.0,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Leicester City,Kasey McAteer,ie IRL,FW,22.0,18,9,852.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0
Leicester City,Bobby De Cordova-Reid,jm JAM,FW,31.0,23,9,744.0,8.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0
Leicester City,Patson Daka,zm ZAM,"FW,MF",25.0,23,6,736.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Leicester City,Abdul Fatawu Issahaku,gh GHA,FW,20.0,11,6,579.0,6.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Ricardo Pereira,pt POR,DF,30.0,10,4,388.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Leicester City,Danny Ward,wls WAL,GK,31.0,2,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Hamza Choudhury,bd BAN,"MF,DF",26.0,4,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Woyo Coulibaly,ml MLI,DF,25.0,4,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Leicester City,Jeremy Monga,Inconnu,"FW,MF",15.0,7,0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Odsonne Édouard,fr FRA,FW,26.0,4,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Jake Evans,Inconnu,FW,24.0,4,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Olabade Aluko,Inconnu,DF,24.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Will Alves,eng ENG,FW,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Michael Golding,eng ENG,MF,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Sammy Braybrooke,eng ENG,MF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Thomas Cannon,ie IRL,FW,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Henry Cartwright,eng ENG,MF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Daniel Iversen,dk DEN,GK,27.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Benjamin Nelson,eng ENG,DF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester City,Thomas Wilson-Brown,eng ENG,DF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ipswich Town,Dara O'Shea,ie IRL,DF,25.0,35,35,3122.0,34.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0
Ipswich Town,Leif Davis,eng ENG,DF,24.0,33,32,2743.0,30.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0
Ipswich Town,Liam Delap,eng ENG,FW,21.0,37,32,2593.0,28.8,12.0,2.0,14.0,10.0,2.0,2.0,12.0,0.0
Ipswich Town,Sam Morsy,eg EGY,MF,32.0,33,31,2751.0,30.6,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0
Ipswich Town,Omari Hutchinson,eng ENG,"MF,FW",20.0,31,30,2583.0,28.7,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0
Ipswich Town,Jacob Greaves,eng ENG,DF,23.0,25,25,2205.0,24.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0
Ipswich Town,Jens Cajuste,se SWE,MF,24.0,30,25,1959.0,21.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
Ipswich Town,Axel Tuanzebe,cd COD,DF,26.0,22,20,1710.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0
Ipswich Town,Arijanet Muric,xk KVX,GK,25.0,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ipswich Town,Cameron Burgess,au AUS,DF,28.0,18,16,1541.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Ipswich Town,Ben Johnson,eng ENG,"DF,FW",24.0,23,14,1354.0,15.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0
Ipswich Town,Kalvin Phillips,eng ENG,MF,28.0,19,14,1237.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
Ipswich Town,Alex Palmer,eng ENG,GK,27.0,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ipswich Town,Sammie Szmodics,ie IRL,"FW,MF",28.0,20,13,992.0,11.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0
Ipswich Town,Luke Woolfenden,eng ENG,DF,25.0,15,12,1187.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ipswich Town,Jack Clarke,eng ENG,"FW,MF",23.0,32,12,1181.0,13.1,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0
Ipswich Town,Wes Burns,wls WAL,"FW,DF",29.0,18,12,926.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Ipswich Town,Julio Enciso,py PAR,"MF,FW",20.0,13,12,869.0,9.7,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0
Ipswich Town,Conor Chaplin,eng ENG,"MF,FW",27.0,22,10,857.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
Ipswich Town,Nathan Broadhead,wls WAL,"MF,FW",26.0,18,7,702.0,7.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
Ipswich Town,Christian Walton,eng ENG,GK,28.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ipswich Town,George Hirst,sct SCO,FW,25.0,26,5,661.0,7.3,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0
Ipswich Town,Jaden Philogene Bidace,eng ENG,"FW,DF",22.0,10,5,474.0,5.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
Ipswich Town,Jack Taylor,ie IRL,MF,26.0,32,4,860.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
Ipswich Town,Harry Clarke,eng ENG,DF,23.0,7,4,379.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Ipswich Town,Conor Townsend,eng ENG,DF,31.0,6,3,335.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Ipswich Town,Chiedozie Ogbene,ie IRL,FW,27.0,5,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ipswich Town,Massimo Luongo,au AUS,MF,31.0,11,2,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ipswich Town,Ben Godfrey,eng ENG,DF,26.0,3,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ipswich Town,Ali Al Hamadi,iq IRQ,FW,22.0,11,0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Ipswich Town,Marcus Harness,eng ENG,MF,28.0,2,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ipswich Town,George Edmundson,eng ENG,DF,26.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ipswich Town,Somto Boniface,eng ENG,DF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ipswich Town,Cieran Slicker,sct SCO,GK,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ipswich Town,Tom Taylor,Inconnu,MF,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,Mateus Fernandes,pt POR,MF,20.0,36,34,2909.0,32.3,2.0,4.0,6.0,2.0,0.0,0.0,8.0,0.0
Southampton,Kyle Walker-Peters,eng ENG,DF,27.0,33,33,2918.0,32.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0
Southampton,Taylor Harwood-Bellis,eng ENG,DF,22.0,34,32,2825.0,31.4,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0
Southampton,Aaron Ramsdale,eng ENG,GK,26.0,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Southampton,Jan Bednarek,pl POL,DF,28.0,30,30,2531.0,28.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0
Southampton,Flynn Downes,eng ENG,MF,25.0,27,25,2151.0,23.9,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0
Southampton,Joe Aribo,ng NGA,"MF,DF",28.0,32,21,2013.0,22.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0
Southampton,Tyler Dibling,eng ENG,"FW,MF",18.0,33,20,1874.0,20.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0
Southampton,Lesley Ugochukwu,fr FRA,MF,20.0,26,18,1655.0,18.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0
Southampton,Ryan Manning,ie IRL,"DF,MF",28.0,24,18,1462.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
Southampton,Kamaldeen Sulemana,gh GHA,"FW,MF",22.0,26,17,1402.0,15.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
Southampton,Jack Stephens,eng ENG,DF,30.0,19,17,1389.0,15.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0
Southampton,Yukinari Sugawara,jp JPN,"DF,MF",24.0,30,16,1557.0,17.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0
Southampton,Adam Armstrong,eng ENG,"FW,MF",27.0,20,15,1248.0,13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0
Southampton,Cameron Archer,eng ENG,FW,23.0,35,13,1441.0,16.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
Southampton,James Bree,eng ENG,DF,26.0,17,13,1075.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Southampton,Paul Onuachu,ng NGA,FW,30.0,25,11,1050.0,11.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0
Southampton,Nathan Wood-Gordon,eng ENG,DF,22.0,11,9,773.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Southampton,William Smallbone,ie IRL,MF,24.0,18,6,690.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Southampton,Welington,br BRA,DF,23.0,10,6,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Southampton,Alex McCarthy,eng ENG,GK,34.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,Adam Lallana,eng ENG,MF,36.0,14,5,361.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0
Southampton,Ben Brereton,cl CHI,FW,25.0,10,4,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Southampton,Ross Stewart,sct SCO,FW,28.0,12,4,389.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Southampton,Ryan Fraser,sct SCO,"FW,DF",30.0,8,4,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Southampton,Charlie Taylor,eng ENG,DF,30.0,8,3,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Southampton,Joe Lumley,eng ENG,GK,29.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,Armel Bella Kotchap,de GER,DF,22.0,4,2,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,Albert Grønbaek,dk DEN,"FW,MF",23.0,4,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,Jay Robinson,eng ENG,"MF,FW",17.0,4,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,Maxwel Cornet,ci CIV,FW,27.0,2,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Southampton,Samuel Edozie,eng ENG,"DF,FW",21.0,2,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Southampton,Samuel Amo-Ameyaw,eng ENG,"FW,DF",18.0,2,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Southampton,Joachim Kayi Sanda,fr FRA,DF,17.0,2,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,Ronnie Edwards,eng ENG,DF,21.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,Carlos Alcaraz,ar ARG,MF,21.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,Jayden Moore,Inconnu,DF,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,Joe O'Brien-Whitmarsh,ie IRL,MF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
